ctrhp_1	ctrhp_2	ctrhp_3	CLKhp_1	CLKhp_2	CLKhp_3
chr1_155968566_155969024	15	33	26	18	20	15
chr1_156020796_156021326	32	51	44	27	25	31
chr1_156053280_156055374	111	177	160	177	110	144
chr1_156080995_156083503	89	175	145	158	122	108
chr1_156106039_156106633	27	32	32	39	29	22
chr1_156114150_156115229	21	42	35	43	35	26
chr1_156123552_156124218	26	63	59	55	34	46
chr1_156193518_156194412	56	123	84	103	67	82
chr1_156212581_156213739	54	121	114	110	70	79
chr1_156247852_156248401	16	22	35	37	16	24
chr1_156282300_156283249	39	81	66	93	59	57
chr1_156337804_156338998	133	176	152	176	116	132
chr1_156358656_156359039	9	21	17	20	11	11
chr1_156383026_156383440	3	22	19	26	12	15
chr1_156388411_156388842	14	27	16	19	18	15
chr1_156390377_156391310	37	72	43	58	37	43
chr1_156399956_156402738	87	174	126	153	100	113
chr1_156412169_156414274	78	136	140	164	108	102
chr1_156420931_156422447	50	91	74	93	47	60
chr1_156429219_156429750	19	47	38	38	23	23
chr1_156431651_156432815	45	84	59	62	36	55
chr1_156436301_156437015	30	71	53	57	31	43
chr1_156445839_156446138	10	16	20	14	13	11
chr1_156456334_156457839	92	167	140	173	101	93
chr1_156489072_156489484	15	22	29	24	16	9
chr1_156499997_156501769	118	191	142	181	142	139
chr1_156504846_156505745	25	42	32	50	36	31
chr1_156572366_156572773	12	32	23	24	18	16
chr1_156591378_156592246	19	38	43	61	26	24
chr1_156601017_156601874	42	52	38	52	36	37
chr1_156637885_156638951	43	87	64	71	50	44
chr1_156641084_156642784	62	121	92	124	71	76
chr1_156659780_156660534	28	45	36	46	25	20
chr1_156667487_156668360	34	44	33	32	21	19
chr1_156673533_156674123	22	36	35	38	22	27
chr1_156676509_156677617	33	51	41	51	36	36
chr1_156689417_156690153	24	49	30	39	30	30
chr1_156725680_156726078	14	19	19	17	16	12
chr1_156728051_156729278	76	132	113	133	78	84
chr1_156740512_156741802	81	159	112	155	105	98
chr1_156750853_156752496	71	141	119	144	104	102
chr1_156766791_156768586	152	231	225	227	176	180
chr1_156860108_156861164	24	37	38	39	27	27
chr1_157007300_157007775	10	21	26	26	18	20
chr1_157045279_157046386	64	121	103	129	78	95
chr1_157081357_157082097	45	73	84	81	40	67
chr1_157137867_157139166	94	207	169	188	128	119
chr1_157369871_157370384	8	22	15	23	13	12
chr1_157404363_157404954	27	44	39	32	18	27
chr1_157496132_157496381	13	14	10	9	9	17
chr1_157691365_157691636	15	22	13	19	13	14
chr1_157963636_157964119	18	38	33	37	33	31
chr1_157975241_157975600	15	22	22	26	18	16
chr1_157991973_157992319	13	22	20	17	16	21
chr1_157993251_157994459	53	115	84	83	54	48
chr1_158014032_158014600	20	25	24	35	14	17
chr1_158070854_158071611	15	62	34	34	25	41
chr1_158075063_158075649	23	38	31	38	21	21
chr1_158077502_158078112	14	38	30	34	17	18
chr1_158103785_158104450	19	31	33	29	14	29
chr1_158112964_158113987	36	57	63	61	36	39
chr1_158124811_158125380	25	48	45	49	34	36
chr1_158149431_158150213	19	51	39	60	42	35
chr1_158177768_158178163	14	31	24	33	20	22
chr1_158180842_158181532	15	37	35	36	17	21
chr1_158203881_158204280	14	25	18	22	14	16
chr1_158998546_158999206	20	59	50	44	26	31
chr1_158999384_159000380	50	111	90	93	74	90
chr1_159000450_159000976	14	36	34	32	36	27
chr1_159009708_159010254	17	44	43	39	26	26
chr1_159072030_159072297	13	17	15	21	13	10
chr1_159141255_159142769	86	187	159	149	106	112
chr1_159160873_159161972	30	51	37	66	36	62
chr1_159168011_159168479	17	31	27	37	18	33
chr1_159170890_159172494	80	132	105	126	80	99
chr1_159172723_159173410	20	30	43	35	19	14
chr1_159188080_159188839	27	48	52	46	33	22
chr1_159197864_159198325	14	25	21	33	11	21
chr1_159207734_159208447	9	42	20	32	25	13
chr1_159214226_159214476	13	25	17	15	10	17
chr1_159780460_159781303	31	51	49	47	37	39
chr1_159831309_159832224	99	176	158	156	111	113
chr1_159924935_159925867	29	51	32	58	31	49
chr1_159945252_159946362	57	106	113	94	78	73
chr1_160024252_160025110	47	69	56	54	45	42
chr1_160031246_160032720	89	152	125	139	100	101
chr1_160046617_160046899	12	16	11	16	11	13
chr1_160061928_160062763	46	81	77	81	64	66
chr1_160068216_160068782	18	45	31	30	22	27
chr1_160069805_160071091	61	142	101	119	94	103
chr1_160081131_160081688	23	55	42	57	29	40
chr1_160097946_160099564	53	124	114	125	85	79
chr1_160100884_160101670	22	39	42	60	42	47
chr1_160102676_160103281	15	36	23	45	26	23
chr1_160103849_160104833	37	80	46	61	40	42
chr1_160117537_160118384	25	73	55	48	34	47
chr1_160171989_160172317	13	20	18	17	10	11
chr1_160205117_160206379	46	80	64	82	48	56
chr1_160210638_160211533	31	42	32	38	21	25
chr1_160251963_160252251	12	34	25	35	16	20
chr1_160261888_160262988	74	131	96	107	84	78
chr1_160284654_160285386	33	78	57	72	44	49
chr1_160307207_160307753	17	36	24	21	13	20
chr1_160342938_160343741	39	84	62	89	55	57
chr1_160399666_160401791	81	169	123	154	107	94
chr1_160410217_160411796	62	145	111	123	69	101
chr1_160837703_160838236	15	26	18	25	22	27
chr1_160997389_160997738	12	15	13	28	20	16
chr1_161021119_161021626	18	36	19	33	15	28
chr1_161044869_161046564	89	183	162	178	118	126
chr1_161097754_161098836	30	64	53	76	41	57
chr1_161117415_161118605	57	113	77	107	69	72
chr1_161132392_161133581	121	208	173	187	140	147
chr1_161153649_161154335	19	61	38	42	33	28
chr1_161159067_161159982	33	77	54	92	64	63
chr1_161165725_161167024	124	192	165	156	139	146
chr1_161176959_161178036	36	79	73	85	46	50
chr1_161185329_161185905	17	43	32	50	32	40
chr1_161192563_161192872	16	37	20	20	17	20
chr1_161201497_161202816	104	163	141	149	96	114
chr1_161225473_161226333	52	97	85	97	53	72
chr1_161258513_161259166	30	56	35	53	25	28
chr1_161313826_161314717	45	83	66	73	59	61
chr1_161389598_161390902	82	137	117	133	83	98
chr1_161398968_161400336	68	121	104	103	79	74
chr1_161444684_161445026	12	16	21	19	10	17
chr1_161454653_161454915	20	23	16	28	18	21
chr1_161456895_161457319	12	16	11	15	12	15
chr1_161469442_161469693	17	19	19	27	14	11
chr1_161523719_161524924	45	90	74	79	61	46
chr1_161529944_161531478	83	144	133	162	82	102
chr1_161612012_161612918	41	92	67	93	69	57
chr1_161725870_161727901	73	147	125	120	107	105
chr1_161749331_161750522	79	150	118	121	88	85
chr1_161765938_161766795	36	47	40	44	24	25
chr1_161825548_161826218	9	37	29	16	16	12
chr1_161986102_161986853	23	45	44	44	23	22
chr1_162018769_162019456	20	47	39	38	22	33
chr1_162023350_162024467	40	86	70	78	56	63
chr1_162069346_162070413	70	136	111	115	76	89
chr1_162072732_162073025	13	24	21	19	14	9
chr1_162091986_162092529	26	35	21	42	25	27
chr1_162144593_162145280	18	50	43	36	28	29
chr1_162157038_162157716	10	29	33	40	23	26
chr1_162197781_162198590	47	79	64	51	46	44
chr1_162206697_162207441	44	87	66	61	47	46
chr1_162230068_162230452	15	18	23	15	10	11
chr1_162248838_162249468	38	55	48	55	35	38
chr1_162335133_162335490	18	25	19	15	13	15
chr1_162358340_162359027	26	50	37	48	26	23
chr1_162497510_162498387	43	89	54	76	62	44
chr1_162560853_162562332	148	310	265	270	209	207
chr1_162696322_162696810	10	16	22	27	25	20
chr1_162790095_162791446	127	218	188	205	136	162
chr1_162822184_162823094	27	57	40	44	20	20
chr1_162860817_162862012	28	59	41	56	32	39
chr1_163054159_163054744	13	23	22	21	15	14
chr1_163068753_163069671	32	68	50	74	43	45
chr1_163167800_163168483	10	29	24	30	17	17
chr1_163321343_163322404	67	115	84	118	74	78
chr1_163367486_163368826	74	120	97	95	75	69
chr1_163395733_163396331	31	46	52	42	34	34
chr1_163399086_163400641	79	118	119	122	90	101
chr1_163406478_163407279	30	68	64	68	36	45
chr1_163426514_163427364	39	85	67	77	45	65
chr1_163561536_163562333	34	82	61	68	58	47
chr1_163609795_163611258	137	232	195	202	142	167
chr1_163614425_163614906	15	28	34	24	23	18
chr1_163730203_163731227	57	110	110	85	67	83
chr1_163819855_163820824	36	68	55	37	28	31
chr1_163836377_163837021	13	44	22	24	19	19
chr1_164054076_164055049	78	127	116	130	80	108
chr1_164320732_164321717	40	76	61	73	47	40
chr1_164558479_164559917	75	170	147	159	108	137
chr1_164588548_164589400	33	66	57	54	28	30
chr1_164602726_164603136	12	31	20	24	12	17
chr1_164634823_164636176	47	110	89	88	61	60
chr1_164637821_164638369	20	38	19	30	20	19
chr1_164713531_164714213	14	17	32	24	14	27
chr1_164723134_164724332	84	149	147	146	97	109
chr1_164731130_164732145	74	147	111	101	79	85
chr1_164755764_164756250	15	24	21	20	15	10
chr1_164801061_164802050	50	60	57	72	41	53
chr1_164823514_164824315	27	50	39	63	36	43
chr1_164836253_164837565	112	215	192	196	114	141
chr1_164895424_164895933	13	28	23	19	12	14
chr1_164896070_164896393	10	17	9	13	16	11
chr1_164951507_164952160	13	19	20	34	29	36
chr1_164981876_164982300	20	39	27	16	21	20
chr1_165073087_165073724	20	47	34	40	20	27
chr1_165235444_165236446	28	66	45	70	26	53
chr1_165376040_165376861	35	50	40	58	34	25
chr1_165392952_165393272	20	28	24	22	11	19
chr1_165434278_165434762	15	18	21	27	15	18
chr1_165444815_165445347	15	33	26	33	18	24
chr1_165537738_165538264	14	24	23	28	17	12
chr1_165543694_165544266	18	36	17	26	21	21
chr1_165560689_165561631	49	105	81	88	63	56
chr1_165593012_165593262	7	17	14	12	11	15
chr1_165597865_165598777	81	151	111	146	89	94
chr1_165630386_165632122	128	255	197	223	160	183
chr1_165696585_165697153	11	32	21	28	18	22
chr1_165697752_165699155	82	176	134	150	102	102
chr1_165768433_165769529	70	118	99	118	78	87
chr1_165827145_165829244	105	229	206	228	129	166
chr1_165914250_165914508	12	17	15	19	18	16
chr1_166165971_166167149	34	100	81	76	48	39
chr1_166733446_166734075	16	52	29	50	38	35
chr1_166838828_166840405	109	201	185	203	125	144
chr1_166875590_166877012	135	229	200	212	173	178
chr1_166910440_166910712	11	19	18	17	18	19
chr1_166947011_166948028	66	119	115	96	83	76
chr1_166950141_166950519	18	30	16	21	12	11
chr1_166974964_166976138	69	135	116	111	70	77
chr1_167043653_167044414	22	45	33	64	25	25
chr1_167057237_167057569	17	34	23	17	19	14
chr1_167066648_167066985	10	18	22	28	22	17
chr1_167148440_167148951	17	41	28	33	30	29
chr1_167186095_167186616	21	43	33	27	25	29
chr1_167195937_167196702	10	46	31	30	35	16
chr1_167219689_167222776	177	331	230	315	201	222
chr1_167328137_167329581	139	228	191	208	160	167
chr1_167370815_167371686	76	146	110	129	110	116
chr1_167430097_167431027	39	80	62	67	42	46
chr1_167439306_167439934	17	41	24	24	24	18
chr1_167454694_167455899	20	49	31	47	19	21
chr1_167533765_167534099	12	23	18	17	16	12
chr1_167553168_167554400	110	205	178	172	119	120
chr1_167676116_167677048	24	55	43	50	29	27
chr1_167687830_167688250	9	28	17	24	13	12
chr1_167697590_167698364	15	40	33	46	40	32
chr1_167713818_167715947	95	205	141	175	110	93
chr1_167721134_167722871	118	235	190	197	128	140
chr1_167935028_167937567	230	410	359	425	271	272
chr1_168050188_168050657	6	26	23	28	21	16
chr1_168056247_168056540	9	32	23	34	16	16
chr1_168135656_168137736	71	172	135	120	86	92
chr1_168178436_168179633	108	199	160	183	127	141
chr1_168225257_168226857	74	154	113	91	70	88
chr1_168304771_168305197	8	35	22	18	11	20
chr1_168342736_168343035	12	24	32	25	15	19
chr1_168398955_168399537	24	46	30	43	24	25
chr1_168433148_168433892	36	57	53	56	33	25
chr1_168439794_168440195	17	25	23	30	20	19
chr1_168603563_168603910	5	28	17	22	14	11
chr1_168612783_168613624	30	48	55	44	39	33
chr1_168653325_168653984	22	30	20	25	19	24
chr1_168674085_168674691	15	45	33	42	29	32
chr1_168737345_168738400	23	39	44	43	21	26
chr1_168767796_168768504	23	51	46	32	38	32
chr1_168775244_168775801	19	43	34	36	34	38
chr1_168882123_168882617	7	29	22	26	16	11
chr1_168914402_168914774	18	27	20	19	17	17
chr1_168958380_168959530	79	140	128	144	85	101
chr1_168970960_168971626	23	35	34	45	29	24
chr1_169102355_169103296	29	72	58	85	47	55
chr1_169105304_169107674	193	382	325	336	217	230
chr1_169109320_169110406	25	60	42	57	36	35
chr1_169308955_169309710	22	43	34	36	28	29
chr1_169367463_169368476	98	165	149	134	101	103
chr1_169426926_169427902	72	140	109	117	73	81
chr1_169485014_169486753	183	295	252	257	187	196
chr1_169546395_169546716	10	19	14	18	12	16
chr1_169794291_169795473	62	142	100	119	86	95
chr1_169869476_169869804	15	25	19	14	11	14
chr1_169893151_169894820	192	306	259	275	204	222
chr1_169999301_169999782	17	33	19	23	12	15
chr1_170074094_170075095	95	149	136	127	95	116
chr1_170145175_170146507	96	196	145	172	105	141
chr1_170284325_170285441	34	60	47	51	37	38
chr1_170494392_170494877	9	35	21	22	19	14
chr1_170520528_170521092	19	34	25	33	16	20
chr1_170531529_170532855	89	190	149	138	108	102
chr1_170586134_170586891	26	52	29	35	20	27
chr1_170587074_170587558	18	34	25	27	12	17
chr1_170662772_170663414	18	24	21	31	23	31
chr1_170664092_170665340	34	84	56	62	47	46
chr1_170692966_170693438	16	31	31	20	23	22
chr1_170698174_170699598	96	215	154	170	148	133
chr1_170893744_170894189	11	23	21	35	18	33
chr1_170929829_170930318	16	44	27	30	30	24
chr1_171019864_171020616	40	69	59	60	33	54
chr1_171081370_171082550	40	52	54	59	34	37
chr1_171220559_171221022	19	26	25	15	8	19
chr1_171313721_171314280	22	35	25	38	23	37
chr1_171322093_171322808	23	59	43	48	31	36
chr1_171484895_171486502	95	192	156	170	117	128
chr1_171501674_171502089	20	34	34	39	18	23
chr1_171645926_171646266	13	30	13	18	7	18
chr1_171741303_171743067	98	194	172	160	112	94
chr1_171780760_171782010	148	281	215	253	171	200
chr1_171840901_171842818	113	198	172	170	126	136
chr1_171898838_171899597	47	75	67	70	45	45
chr1_171909549_171910132	26	37	37	27	25	35
chr1_171954055_171954422	13	18	17	17	11	16
chr1_172168087_172168853	27	50	50	39	32	27
chr1_172239782_172240481	20	39	31	36	22	24
chr1_172358410_172359366	26	45	33	42	27	25
chr1_172399383_172399767	8	23	12	12	11	16
chr1_172443622_172444472	43	83	69	69	45	48
chr1_172531934_172534329	236	452	392	440	291	315
chr1_172826057_172826369	14	27	19	23	11	25
chr1_172893527_172893825	5	17	12	13	10	14
chr1_172941318_172941864	11	24	34	19	21	14
chr1_173122885_173123582	12	39	37	27	28	20
chr1_173190165_173190971	44	82	61	73	47	51
chr1_173429439_173430267	32	69	55	61	37	50
chr1_173476613_173478112	129	241	190	219	126	162
chr1_173503986_173504725	19	46	22	43	27	12
chr1_173507081_173508096	30	57	48	47	40	31
chr1_173530793_173531579	16	36	24	41	30	27
chr1_173669422_173670053	26	57	53	47	25	28
chr1_173714472_173715641	62	128	105	93	70	65
chr1_173824000_173825349	109	206	167	191	143	136
chr1_173867347_173869140	131	222	197	237	150	163
chr1_174021487_174022985	88	197	153	174	122	120
chr1_174158842_174160358	170	287	256	265	173	215
chr1_174262730_174263252	17	39	34	33	23	25
chr1_174362022_174362872	31	54	47	48	36	32
chr1_174430266_174430656	9	23	17	12	12	12
chr1_174519336_174520512	51	102	103	90	65	69
chr1_174799186_174800912	97	167	139	153	99	117
chr1_174944827_174945263	12	21	18	18	12	12
chr1_174954119_174954394	9	14	11	14	14	13
chr1_174998431_175000764	221	375	340	356	253	288
chr1_175022767_175023919	53	89	103	95	61	64
chr1_175029745_175030055	14	20	24	28	14	21
chr1_175072188_175072799	13	33	31	22	19	25
chr1_175152050_175152564	11	29	26	19	15	16
chr1_175415112_175415543	16	32	32	21	15	27
chr1_175462370_175462749	22	36	31	32	19	23
chr1_175493850_175494626	22	55	45	48	34	33
chr1_175548625_175549227	23	58	49	49	33	37
chr1_175573236_175574279	63	93	75	70	55	48
chr1_175618010_175618828	53	79	64	77	49	45
chr1_175689179_175689981	25	68	51	58	41	36
chr1_175701546_175702111	17	26	27	37	14	22
chr1_175763401_175764278	42	90	86	91	73	64
chr1_175857519_175858377	38	80	63	66	48	47
chr1_175864789_175866114	106	176	142	157	96	99
chr1_175878108_175878896	22	53	43	51	32	44
chr1_175885293_175886068	18	37	21	47	24	28
chr1_175947768_175948281	10	29	27	25	19	16
chr1_176206376_176207930	133	234	206	227	137	175
chr1_176559886_176560148	14	26	14	21	15	16
chr1_176656263_176656669	11	16	18	23	15	24
chr1_176716936_176717823	60	109	70	98	76	71
chr1_176958634_176959986	59	114	102	98	70	73
chr1_176967193_176967966	16	43	35	35	28	31
chr1_177065461_177065809	6	15	27	17	15	13
chr1_177069474_177069859	12	20	21	21	14	15
chr1_177163908_177165284	38	86	72	69	51	53
chr1_177170539_177171612	71	133	120	99	73	82
chr1_177181465_177182020	20	26	29	32	31	15
chr1_177209241_177209758	17	32	29	26	23	27
chr1_177302244_177302913	32	58	51	64	35	35
chr1_177568468_177568996	11	28	20	18	16	25
chr1_177597142_177598129	71	163	131	113	81	83
chr1_177600217_177601294	30	67	62	47	46	30
chr1_177753508_177754286	42	82	47	67	41	57
chr1_177858404_177858860	13	37	21	26	18	14
chr1_177946006_177946275	7	15	13	16	16	15
chr1_177948268_177948697	11	29	17	24	14	18
chr1_177984166_177984537	11	27	14	25	18	20
chr1_178031805_178032184	12	19	21	22	11	15
chr1_178075070_178076274	71	159	133	132	86	97
chr1_178092980_178094962	158	274	206	260	167	200
chr1_178310705_178311045	8	20	13	16	15	12
chr1_178371977_178372404	20	35	23	28	19	16
chr1_178394222_178395052	16	59	50	53	33	34
chr1_178537003_178537540	15	30	23	25	21	24
chr1_178542123_178543564	69	132	111	118	92	83
chr1_178581407_178582022	21	25	16	26	21	19
chr1_178724759_178726751	98	203	160	184	116	110
chr1_178932215_178932719	14	29	24	33	12	21
chr1_179025443_179027009	119	215	211	183	142	149
chr1_179081436_179083077	102	159	136	166	106	120
chr1_179175145_179176029	52	71	67	75	50	52
chr1_179228743_179230232	60	130	102	105	59	68
chr1_179293057_179294282	107	168	155	146	96	119
chr1_179365417_179366347	56	95	73	89	54	71
chr1_179586009_179586993	51	83	68	69	56	47
chr1_179742574_179743707	20	52	43	52	32	27
chr1_179761903_179762378	20	36	30	22	16	21
chr1_179786819_179787427	17	37	28	22	25	11
chr1_179809854_179810146	14	17	22	17	15	17
chr1_179814452_179815690	64	123	102	111	47	69
chr1_179877683_179878270	33	67	58	64	34	39
chr1_179881660_179883514	178	328	260	297	196	206
chr1_179954057_179955510	126	225	197	218	136	170
chr1_180151480_180151962	11	24	24	30	21	16
chr1_180154159_180155510	93	145	109	150	101	109
chr1_180167111_180167650	15	37	23	24	20	12
chr1_180173911_180174561	31	38	42	31	24	23
chr1_180182479_180183291	36	87	85	66	46	50
chr1_180502015_180503277	110	192	174	159	134	128
chr1_180515880_180516534	16	32	31	46	23	29
chr1_180534224_180534718	10	23	20	20	12	15
chr1_180594603_180595205	18	33	24	34	16	14
chr1_180631530_180632943	87	185	138	165	110	132
chr1_180925978_180927328	74	133	108	112	77	83
chr1_180927557_180928343	19	26	19	34	26	20
chr1_180955728_180956745	32	49	42	55	47	39
chr1_180988137_180988822	25	56	43	39	36	30
chr1_181021894_181023829	90	151	118	152	95	97
chr1_181088276_181090129	94	189	133	175	114	117
chr1_181095925_181096938	42	78	61	69	50	57
chr1_181104499_181106101	106	218	179	198	115	139
chr1_181117630_181118360	23	40	43	39	24	27
chr1_181128428_181129270	32	61	41	44	41	34
chr1_181134944_181135296	12	30	16	19	13	14
chr1_181142189_181142841	37	70	58	57	39	53
chr1_181166621_181166879	6	22	18	16	14	14
chr1_181179728_181181077	62	120	104	134	102	84
chr1_181208112_181208791	30	62	43	48	37	37
chr1_181259029_181259697	17	33	33	29	23	18
chr1_181407032_181407484	12	26	18	20	14	23
chr1_181430368_181430716	10	29	17	18	16	11
chr1_181479136_181479553	8	19	25	21	11	17
chr1_181482487_181483061	21	48	36	53	22	27
chr1_181485277_181486383	42	74	73	67	46	44
chr1_181550987_181551845	37	69	60	59	39	47
chr1_181704451_181705161	22	44	28	34	25	35
chr1_182029327_182030399	78	164	143	154	86	116
chr1_182114104_182114727	13	25	28	46	18	38
chr1_182143922_182144692	12	31	23	33	23	37
chr1_182236069_182236668	12	48	32	32	25	32
chr1_182279683_182280012	7	20	19	12	17	15
chr1_182390290_182392630	134	251	222	226	154	158
chr1_182396786_182397189	14	22	22	28	15	19
chr1_182601386_182602510	20	38	45	46	29	31
chr1_182604322_182604715	14	20	14	26	13	14
chr1_182614564_182617005	141	283	219	239	161	162
chr1_182671568_182672555	37	75	67	70	40	48
chr1_182679749_182680228	13	24	24	19	23	19
chr1_182789158_182790079	44	98	79	71	44	51
chr1_182838847_182840216	111	182	153	158	119	111
chr1_183022257_183024474	112	224	195	216	140	166
chr1_183281522_183281998	18	21	24	24	15	14
chr1_183287114_183287770	21	40	40	30	16	29
chr1_183293919_183294382	19	30	27	28	24	28
